,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp,signal
0,3.0,6.0,-1.0,1.0,3.0,2.0,1.0,2.0,1651024810829005.0,0
1,5.0,3.0,0.0,-7.0,-8.0,-2.0,-1.0,0.0,1651024810829005.0,0
2,0.0,13.0,3.0,-2.0,-4.0,-3.0,0.0,0.0,1651024810829935.0,0
3,-5.0,3.0,1.0,6.0,3.0,1.0,-2.0,-1.0,1651024810829935.0,0
4,-4.0,-35.0,-5.0,-4.0,-1.0,-2.0,-1.0,0.0,1651024810844085.0,0
5,-1.0,-6.0,-6.0,-6.0,-3.0,0.0,-2.0,-2.0,1651024810844085.0,0
6,-2.0,-9.0,1.0,6.0,2.0,1.0,0.0,0.0,1651024810845146.0,0
7,2.0,16.0,-1.0,-3.0,1.0,1.0,-1.0,-1.0,1651024810845146.0,0
8,0.0,11.0,5.0,0.0,1.0,-1.0,0.0,-2.0,1651024810865959.0,0
9,-5.0,-2.0,1.0,3.0,0.0,-1.0,-1.0,0.0,1651024810865959.0,0
10,0.0,-9.0,3.0,1.0,-3.0,-1.0,-1.0,-1.0,1651024810866962.0,0
11,-1.0,3.0,-7.0,-3.0,-3.0,-2.0,-1.0,-1.0,1651024810866962.0,0
12,3.0,0.0,-4.0,-1.0,3.0,1.0,0.0,-2.0,1651024810889026.0,0
13,6.0,8.0,11.0,1.0,2.0,1.0,-1.0,2.0,1651024810889026.0,0
14,-2.0,7.0,-9.0,-2.0,-2.0,-1.0,-1.0,-4.0,1651024810889962.0,0
15,-1.0,6.0,6.0,-1.0,-4.0,0.0,-1.0,-1.0,1651024810889962.0,0
16,-15.0,-49.0,-10.0,-3.0,-2.0,-3.0,-3.0,-4.0,1651024810903954.0,0
17,-5.0,7.0,-3.0,0.0,6.0,0.0,0.0,0.0,1651024810903954.0,0
18,-1.0,9.0,23.0,7.0,-3.0,-2.0,0.0,-1.0,1651024810905055.0,0
19,0.0,-8.0,-18.0,-2.0,0.0,1.0,0.0,0.0,1651024810905055.0,0
20,5.0,14.0,7.0,0.0,-1.0,3.0,-1.0,0.0,1651024810926769.0,0
21,-2.0,-12.0,-7.0,-5.0,-14.0,-2.0,-1.0,-1.0,1651024810926769.0,0
22,-5.0,-43.0,-9.0,-6.0,2.0,-1.0,-2.0,1.0,1651024810926769.0,0
23,-3.0,3.0,6.0,2.0,11.0,0.0,0.0,-2.0,1651024810926769.0,0
24,4.0,14.0,4.0,-1.0,-2.0,0.0,1.0,1.0,1651024810948892.0,0
